"","WT-DIL100-A00","WT-DIL100-A01","WT-DIL100-A02","WT-DIL100-A03","WT-DIL100-A04","WT-DIL100-A05","WT-DIL100-A06","WT-DIL100-A07","WT-DIL100-A08","WT-DIL100-A09","WT-DIL100-A10","WT-DIL100-A11","WT-DIL100-A12","WT-DIL100-A13","WT-DIL100-A14","WT-DIL100-A15","WT-DIL100-A16","WT-DIL100-A17","WT-DIL100-A18","WT-DIL100-A19","WT-DIL100-B00","WT-DIL100-B01","WT-DIL100-B02","WT-DIL100-B03","WT-DIL100-B04","WT-DIL100-B05","WT-DIL100-B06","WT-DIL100-B07","WT-DIL100-B08","WT-DIL100-B09","WT-DIL100-B10","WT-DIL100-B11","WT-DIL100-B12","WT-DIL100-B13","WT-DIL100-B14","WT-DIL100-B15","WT-DIL100-B16","WT-DIL100-B17","WT-DIL100-B18","WT-DIL100-B19","WT-DIL100-C00","WT-DIL100-C01","WT-DIL100-C02","WT-DIL100-C03","WT-DIL100-C04","WT-DIL100-C05","WT-DIL100-C06","WT-DIL100-C07","WT-DIL100-C08","WT-DIL100-C09","WT-DIL100-C10","WT-DIL100-C11","WT-DIL100-C12","WT-DIL100-C13","WT-DIL100-C14","WT-DIL100-C15","WT-DIL100-C16","WT-DIL100-C17","WT-DIL100-C18","WT-DIL100-C19","WT-DIL100-D00","WT-DIL100-D01","WT-DIL100-D02","WT-DIL100-D03","WT-DIL100-D04","WT-DIL100-D05","WT-DIL100-D06","WT-DIL100-D07","WT-DIL100-D08","WT-DIL100-D09","WT-DIL100-D10","WT-DIL100-D11","WT-DIL100-D12","WT-DIL100-D13","WT-DIL100-D14","WT-DIL100-D15","WT-DIL100-D16","WT-DIL100-D17","WT-DIL100-D18","WT-DIL100-D19"
"1,2,3-Trihydroxybenzene",4.1228110901465,4.11554203870995,4.1369475147853,4.14353619403412,4.11898853353591,4.04841122239443,4.0706088493527,4.06723401850182,4.05277606572931,3.96094339857732,4.03595923156297,3.98756160437576,3.91444923968339,3.86620089601669,3.87589940687316,3.88661820058226,3.91194750613338,3.93718172901619,4.00017420930981,3.96188475380294,4.23723189615695,4.1601449749256,4.02617399852696,4.13674913507825,4.05808916350738,4.11094074611859,4.12731928541584,4.03999893800243,4.0694947023169,4.00565378950239,4.04524905534542,3.99790196055371,3.93154891948582,3.9986713715199,3.8531489470682,3.96768847962949,3.89348945456175,3.92834209031464,3.92495545492261,3.94647142376301,4.12603546793834,4.14702660607316,4.10934461647483,3.98955095292899,4.10285189951853,4.00072926330805,4.02813176455358,3.98978064080908,3.95920280103198,3.95966907048501,3.89469460426601,3.91683844669736,3.92714353122034,3.8688253236251,3.92168399874087,3.89326796709336,3.89313080552463,3.90592754962646,3.87257258150409,3.89633133556389,4.09439189225933,4.09785267692557,4.0748975009883,4.08347488254561,4.11486709606388,4.07650580640311,4.02040782755777,4.01456761974305,3.98511209795538,4.01897325431337,3.91228397321296,3.91248589124758,3.87637913607952,3.90902633995251,3.82024476375202,3.8635156267337,3.85468683001032,3.82019827278808,3.86497105527662,3.84322464144951
"Toluene-cis-dihydrodiol",0.0718460844593665,0,-0.175796175980018,0.0128403457734247,-0.0546681513856235,-0.0544796156440803,-0.00346187629504335,-0.0433096262440475,-0.087931514181335,-0.167736174980803,-0.133122963812328,-0.104745628530107,0.0841109547038776,-0.398943033048663,-0.218468853400349,-0.156878294325564,-0.176655347061534,-0.193882855705748,-0.0294118479221854,0.0154846763385503,0.0308170145238282,0.14072869253769,-0.129783746835857,-0.108121683704352,-0.0157154310043754,-0.0472742907023633,0.0123137348494993,0.149733430029135,-0.148800303950011,-0.101157861666666,-0.203495803834061,0.0173268177298649,-0.134692246810319,-0.217998436089363,-0.0749202540220093,-0.0850310770525677,-0.305686281838291,-0.0332032143903938,-0.08779995891536,-0.0214805229853052,0.0712280228326936,0.153317782958316,0.154202803147227,-0.0224090348216688,-0.017403474707244,-0.001917434638532,0.242364587726739,-0.0205769305751513,-0.0826702490683466,-0.135213111651161,-0.108804063549229,-0.0349108778792075,-0.00453952583946737,-0.0952396087616965,-0.0233974273844364,0.0103240390404249,-0.205544104760996,-0.0357587554748395,-0.0898971832251085,-0.00305763810861848,0.0655569638556752,0.0460878947955496,-0.0255350921071376,0.128403024204966,-0.0891044439773072,-0.0727172894999306,0.0544009648814558,-0.193753183974366,-0.0810598776275739,-0.00662321611335059,-0.134068079510344,-0.174794040964048,-0.0947719451618561,-0.155116315928234,-0.196545246318022,-0.146387885662191,-0.161681007347404,-0.0568319719398449,-0.295939673096262,-0.157187083134145
"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate",0.197047884643785,0.258673894907581,0.274381456284726,0.26532178606417,0.218368996107875,0.112673342714553,0.192398076365381,0.202769011600408,0.226646654678527,-0.011034356048901,0.169006289930136,0.202885695586817,0.187551555911575,0.0243789754994292,-0.0106855480410815,0.167160952238,0.143945599648253,0.0500234161910829,0.105099963871705,0.113240892320805,0.137078708835187,0.228954611594654,0.234507412431928,0.307713545780546,0.104098098619058,0.278739383863529,0.30400284460651,0.0704973180887514,0.0539521182136458,0.0752959254520746,0.122568747116111,0.0931643338605763,0,0.140426458927832,0.020016130178881,0.0426822955757231,0.00376437275775388,0.0376430240482559,0.177115680075035,0.165480624262832,0.217125469166712,0.150844388944154,0.247389480087334,0.0772287095884341,0.238765916426633,0.237493092411274,0.231561300952432,0.251023610753785,0.111156077921081,0.143230733505037,0.0695289042285605,-0.0525211465505393,0.064600174393993,-0.0154430314104026,-0.00718526229901251,-0.0670425773565135,0.0805905966346003,-0.193938127464065,-0.0456823769484096,0.0617822941810502,0.297363415599996,0.18619613042563,0.0740005814437783,0.205226162965042,0.372581826481863,0.239318336859986,0.128792773872352,0.132771524840118,0.246760785182989,-0.0303204513429325,0.0311895123582921,-0.0296292030006846,-0.0459951289494374,-0.00731255019439736,-0.0434443122241923,0.00789528386652627,-0.0526205315993362,0.0200030246476235,0.0711854173770856,0.0721921697199992
"Dihydrophloroglucinol",0.609934219641248,0.534890092858094,0.509980746375829,0.552038429384648,0.461797080785342,0.452251164664329,0.513288302588183,0.498094373468625,0.398405738133009,0.487200884450898,0.472608058340974,0.472048246894344,0.382028886321798,0.325449351151072,0.359575934847904,0.415969171924003,0.359591066954478,0.316478269109291,0.30196831205442,0.368513988513653,0.469792890086065,0.506460527042439,0.689619405785669,0.496236182071572,0.50421365864292,0.577821991000771,0.517511384949476,0.48445455146846,0.445426261960939,0.286813263769902,0.391903865361312,0.608547473524778,0.306724888882297,0.437823486875676,0.2026137215069,0.348303057008092,0.512278365064162,0.278838532179854,0.377229851508693,0.351816361762134,0.589913057461994,0.596628474089293,0.679177089264059,0.567775320788334,0.6762172572579,0.437635769209447,0.47907293815941,0.571450522047778,0.354273959416282,0.562930768981708,0.481843761540569,0.402451247305619,0.489728669289573,0.374296887511996,0.568831330658609,0.51494077676151,0.496032065070423,0.436152066210633,0.356726215727164,0.536181624008895,0.470142098719299,0.703844634354374,0.540072475969216,0.595680663554536,0.547785195889839,0.449385929268729,0.64999025054081,0.440546542671251,0.456553169739804,0.496710646638505,0.391194738265563,0.537750398935978,0.515081731101009,0.545701120513456,0.431263188614437,0.31110075378907,0.427385891706487,0.387457500318842,0.552103315646089,0.524996789838051
"5,6-Dihydrothymine",2.45538584536674,2.46667590485655,2.46567826630306,2.49788172289705,2.51224058045075,2.38881355046581,2.41310152083241,2.35664561631956,2.48163141153763,2.42377295033558,2.38491071999587,2.52272469691246,2.29422664959753,2.19981750010326,2.21271337931755,2.11712515213963,2.25188179512036,2.23706682296466,2.25845225318885,2.22092428614087,2.52371994708174,2.50914918347519,2.53866732093153,2.58641340801895,2.43080503635185,2.59820454578587,2.48229601363392,2.42545833981278,2.38535312833435,2.32385918815213,2.30511484036879,2.51751810271325,2.14879248658327,2.20151837681916,2.13263625539206,2.18879373249558,2.20291021105714,2.09221770199038,2.13407459257812,2.20041577199713,2.16430249133428,2.23515218119387,2.23215883342644,2.01135579777117,2.2907016415216,2.33434695597805,2.1854027693553,2.20849252046111,2.1213348221965,2.18419532980719,2.04978552835305,2.15561698626787,2.00699948340949,2.0004314150449,1.96812237418051,1.94198861183794,2.01808646410506,1.971623959757,1.93362143518021,2.04625435536155,2.25050765000807,2.1537292305194,2.16213880220947,2.3607604753332,2.33242654524448,2.26720284283049,2.16858001831725,2.17973500381071,2.16542607600122,2.07660126644293,2.10578018778058,2.05609112927564,1.97144695489734,1.95839808046544,1.94269585298082,1.95981976235339,2.01063964528854,1.89289110674429,2.13337458213896,2.13924813547162
"Cyclohexane-1-carboxylate",-0.161003885251063,-0.297280323701788,-0.156859635092916,-0.170301930259841,-0.274538377952243,-0.201087739945264,-0.389901097342042,-0.200895911799995,-0.477053916118734,-0.202510322437034,-0.346334607035901,-0.394961480056633,-0.394561778899433,-0.277393409928282,-0.4108864387164,-0.373998617688077,-0.210205905962578,-0.281845452007518,-0.260496900764171,-0.156664990218276,-0.209328993268993,-0.277643598646691,-0.133478703499962,-0.0311670169649751,-0.150719243140005,-0.0659026200387736,-0.241767908576156,-0.31199986648538,-0.165880200477545,-0.293192056238158,-0.347979690633418,-0.448977855915578,-0.352632921558039,-0.311847034710542,-0.386701587674192,-0.313740910137595,-0.346439195945541,-0.137659837205952,-0.132483851717833,-0.283965927375489,-0.187675942100821,-0.115624458744891,0.0121350725696452,-0.185555653156076,-0.222068838282295,-0.119052671643765,-0.0918004416152609,-0.098211830129312,-0.332282157199428,-0.27244555039389,-0.253861464039014,-0.154135786705631,-0.137050355792127,-0.144944126360604,-0.153255087168827,-0.195680193489169,-0.30021771984519,-0.268682606494711,-0.0798386844483865,-0.147447547443793,-0.111130154681264,0.0730132893457842,-0.0924295826365515,-0.269205656947266,-0.118092503933568,-0.171690246087534,-0.189012154330596,-0.336644312985102,0.0291361965204704,-0.195761106328908,-0.241790024509719,-0.256825918400322,-0.294053929764313,-0.244327391840335,-0.127770847116192,-0.340520210963872,-0.0840435959531387,-0.321718294110305,-0.307181509518177,-0.100193692926677
"4-Oxoproline",7.24459148223293,7.21465956374094,7.24971389698232,7.27224611774068,7.23336818059746,7.31164673185883,7.14269502775634,7.10952569183036,7.16930470047536,7.21083803640457,7.1028357212702,7.07626867075266,7.11492872927606,7.08441022547815,7.14174900332452,7.13170633075917,7.0764455077486,7.13071599206393,7.16014962848059,7.09935176060879,7.25089926971967,7.24050593227973,7.21721598301798,7.23432207882132,7.28992469262127,7.21357405334328,7.18204886643426,7.18144886171294,7.18879286862844,7.16023807676305,7.16948882418439,7.10293567748741,7.13101687387143,7.1181810423381,7.10553534343106,7.08598212905608,7.05844955143547,7.14969648460586,7.14864078821721,7.0712180501808,7.35828946836232,7.25734036782852,7.23166850530229,7.20731400715991,7.23828900326144,7.20967344841629,7.21054056636671,7.24078480516186,7.15605812735509,7.17718015401298,7.14569358152006,7.13256498867098,7.13447842999375,7.19491883424022,7.18095851447828,7.11713896384082,7.11732958048661,7.13431610399972,7.15742682939305,7.11996860639236,7.2423419310016,7.26773247017852,7.2558623856031,7.23356298284249,7.23156510694859,7.22569295234857,7.14357496323314,7.158346543428,7.1522690864362,7.18141589583526,7.07219147585927,7.10731108681362,7.19415549453884,7.13852358777763,7.10182155062254,7.1080223903494,7.16221456746,7.13530712928799,7.10436661228883,7.01614120628567
"L-Pipecolate",-1.33810022093467,-1.25483305133099,-1.37735302358851,-1.1977029235267,-1.41607953257867,-1.12981071675172,-0.940013424944597,-1.3719401491719,-1.09485433356708,-1.10985928025461,-1.34694099375203,-1.37267565730425,-1.18242939463145,-1.50598371052943,-1.20455688618556,-1.41214093576855,-1.18981045249716,-1.21718513415906,-1.1784676573169,-1.23988506744417,-1.11767081625619,-1.35418515351969,-1.29271429574733,-1.26799008684309,-1.10062926778622,-1.25320072886891,-1.53406561316236,-1.44857862435104,-1.24029014758798,-1.25005700963861,-1.32177304141407,-1.16477075120138,-1.08332243521179,-1.30623380482316,-1.15211922107666,-1.05271650648361,-1.1719288267324,-1.29368078297385,-1.13544287015216,-1.30759958387922,-1.38290315364849,-1.09765791221544,-1.36938123154103,-1.28628580090391,-1.36729339909628,-1.45877852977542,-1.13728528079651,-1.35369418511398,-1.26010650978804,-1.06196796428584,-1.17478989304782,-1.31164947157864,-1.22152107079906,-1.46496515548331,-1.02201055389057,-1.27232235411203,-1.08880926695786,-1.02917475187833,-1.42625453503524,-1.26364541524826,-1.14351697261698,-1.4668528309352,-1.17446535150256,-1.17029601727074,-1.28130636570645,-1.23078020682917,-1.34541371167316,-1.11374603262555,-1.09707299440135,-1.34497138053137,-1.33673330497607,-1.26692832193829,-1.10203263004345,-1.39543772842466,-1.39713803121658,-1.27001154852252,-1.24291968050558,-1.37841091507311,-1.23921258584218,-1.25810756677496
"2,5-Dioxopentanoate",2.3301358289279,2.5848501369187,2.76196591012078,3.04453115997037,3.36153528502305,3.68325069811955,3.52695126809093,3.54663157426422,3.6243107323653,3.55971825899479,3.47786794939213,3.40469178017122,3.19857771633048,3.0258605915819,3.09207175206154,2.95423639471348,2.90377755042558,2.93274108964016,2.94044315531954,2.83952824710069,2.40869654414696,2.55287357856602,2.75413155767104,3.05490255863586,3.41872154666993,3.62282525894073,3.60476819656555,3.74451888285935,3.65439959010571,3.66605722752218,3.20449965635744,3.47131412357004,3.26271995617237,3.15821186391704,2.87418406067758,3.04378264821466,2.90177204677056,2.94398530963273,2.85175934170872,2.81930708715922,2.5064904691188,2.6740911051789,2.77945726139377,2.9660857568272,3.40461284878935,3.40256681475849,3.55839176610007,3.83861663030557,3.6357821708608,3.57871884281804,3.25840103929815,3.28898086470567,3.29180663543226,3.16462245287537,3.0873423757325,2.96827814245965,3.03609483597562,2.86470875584049,2.88581839964343,2.81632051779521,2.36216800002953,2.62848649303326,2.85564736989544,3.11724536606648,3.36596641586086,3.54834726883581,3.51093657376566,3.67993953846317,3.58047300191768,3.30621573046658,3.13170140436352,3.11598190787686,3.10877752992038,3.07414051862021,2.99337528377503,2.93285831454911,3.00526527699554,2.92785344217952,2.86490149595832,2.77156343210318
"4-Methyl-2-oxopentanoate",1.11822805646604,1.19869976408167,1.22317141435801,1.25286477356072,1.19148359691842,1.07584911180452,0.932932847266628,1.0697479978696,1.13266366078228,1.02017013776833,0.897662827014683,1.07268278052283,0.881510158059163,0.878259590208415,0.860799711436238,0.94692264134232,0.857378994267226,0.956424713832934,1.0408420008048,1.03519716316977,1.23244351088998,1.25798310124575,1.23056022791526,1.27835464286362,1.15726053584338,1.19398980894353,0.973351379757544,1.03789000809548,1.05146524831816,0.909168807155851,1.06310521701993,1.03816187741123,1.00164973721909,0.92562111028273,0.980913074358192,0.950928607992486,0.972650639034075,0.91758381113093,0.965323563892333,0.946677820856435,1.16970748240068,1.21753254034592,1.23808709641421,1.10526541279588,1.16699965683993,1.06721712645551,1.06924561081591,1.00428583002164,1.03338314096151,0.921184202447005,1.07915904571394,1.05448360068178,1.07349059728593,1.04092241895073,1.0176395665927,0.956743895712998,1.00409565936073,1.02210011684434,0.987519008884576,1.10344453073918,1.13213442283504,1.27859311118548,1.26898768820887,1.15904355506333,1.1549805677234,1.20745530326985,1.15205726798331,1.0101103732601,1.00994559146009,1.09159612975419,0.920625621013938,1.02027239502626,0.980368870655973,1.12511381706611,1.10720434185424,0.932296626770599,0.976470434658678,0.884368909283884,1.06772446078084,1.09181092470899
"5-Aminolevulinate",-0.742683362576342,-0.582100176657411,-0.696737169801183,-0.478208825667926,-0.609916428053438,-0.619808663876391,-0.604440194936268,-0.608432111496599,-0.452222854631358,-0.525126015259831,-0.581548963664464,-0.684658438968484,-0.571262759618381,-0.630676408144659,-0.605873155668641,-0.713292016157688,-0.659295735798379,-0.662927027571076,-0.620869061415494,-0.847387152110235,-0.688806060111464,-0.654521703915421,-0.587832192850293,-0.669249754204245,-0.425003497518098,-0.478311061567934,-0.421010244625558,-0.443062463157798,-0.485007734275849,-0.676692289072955,-0.531686770749772,-0.574018016122862,-0.657995338359765,-0.757262309351372,-0.642298702160808,-0.524774485680574,-0.820647745624743,-0.729171436684409,-0.8631455429894,-0.680843164778384,-0.507877225597733,-0.592441700494236,-0.577708328134493,-0.805001345495803,-0.776271691480666,-0.597910972483982,-0.53350878438096,-0.658664917870178,-0.496756729828316,-0.732329812656946,-0.589058160081887,-0.544280222544497,-0.639135417369502,-0.737080659969497,-0.555821274641485,-0.871380817016682,-0.930278130515308,-0.618760709171221,-0.579820943160653,-0.677732567220707,-0.422233000683049,-0.756121722891191,-0.588366422962984,-0.73628564619202,-0.494864129668141,-0.542470418607078,-0.672916391502193,-0.605147353395511,-0.506692931771786,-0.48542682717024,-0.594789018763494,-0.743569815484292,-0.7140892228665,-0.711187486759174,-0.639947408986339,-0.71899006600229,-0.712373605983814,-0.844677242826924,-0.584455847497024,-0.752163950932378
"L-Leucine",7.87864343298846,7.86120723429892,7.83500265378201,7.85345568221222,7.81859332843629,7.88027118167274,7.70888589987874,7.68995201258837,7.74195272711008,7.77360449368584,7.7149803180656,7.71941474813809,7.76197239558519,7.71981321060461,7.78814752903529,7.75584504601775,7.7056006714293,7.79498519655625,7.83690540110991,7.73988666437776,7.88224483905254,7.89221149986757,7.81664668254449,7.77405031481508,7.83631005032952,7.75629727487308,7.75683584912797,7.73904871581983,7.78036057988408,7.73687381248484,7.7802209696082,7.69843688595721,7.77252911187104,7.76397627090962,7.72913688515251,7.75832397963278,7.69853040415646,7.8033636288837,7.83483047429516,7.73195796994141,7.9081216789283,7.8408170997807,7.78693192194232,7.7425364700165,7.79036215179236,7.74864568929551,7.70491426137064,7.77304717896703,7.70791109305951,7.72749122116268,7.67813946861934,7.70633849779914,7.75720026606799,7.76558043171017,7.7570593140385,7.69085028417846,7.72203273427834,7.72166556396977,7.76568818403884,7.75029545903371,7.86472084221532,7.82521624698052,7.80328227308678,7.78154012765007,7.79655995220294,7.78244908494706,7.66300600022488,7.74632936204538,7.72907533038126,7.75504128459959,7.65854805025999,7.68842234288124,7.79924527547783,7.75575188011515,7.67723514392824,7.71108864738271,7.7879539971209,7.7241181741184,7.73395287710001,7.66265057963373
"Glutarate",4.05633908791203,3.9584524353921,4.01640810072742,4.04554587047436,4.07754328744979,3.93800201093551,3.8893975465499,4.10710131975709,4.03468285350256,3.96406017739713,3.82070216007968,4.3151016153798,3.94356030091199,3.98710830756531,3.83166746582603,3.9036561309388,3.74872184295502,3.79087303663674,3.53645868859052,3.82791170220418,3.89909397584141,3.82141528354834,3.95921948507323,3.82289879472546,3.77881461091343,4.39475449661958,4.01267614429399,3.83165607873406,4.0772609538219,3.93970258740089,4.01546179489845,4.28895470965181,3.95182610655249,3.8942846199727,3.68842276403938,3.97094341604783,4.03622327057453,3.86033981004225,3.95173296144051,3.854932646389,4.18588805640152,4.22582379303534,4.25557276628227,4.31149802864786,4.13922957504034,4.27052352693672,4.22163221045455,4.09436432761398,4.15475132222562,4.08464926395929,4.06625704772268,4.10738642567498,4.24997206255667,4.22392951862195,4.05485381628938,4.07466627262574,4.07553141483279,4.01436907401044,3.97403452120598,3.98475377736285,4.31296065673483,4.26872797818445,4.0184628073166,4.26522956181834,4.17959475134494,4.22042155806624,4.07720748055606,3.9314051912339,4.12352521685907,4.07487487666999,4.00553284509744,4.09801315988811,4.22087779345574,4.14458931065383,3.96149626530589,4.03806771869289,4.14878612845456,4.03805776855368,4.08823765063571,3.94394639355525
"L-Asparagine",10.5053958370589,10.4743373368198,10.4814547939441,10.5437738250952,10.4897995469607,10.5768551261526,10.3244828508468,10.2695412610839,10.3414495442933,10.3973071971298,10.2317577265933,10.1806033350166,10.2550556545476,10.1965875002062,10.2714451859002,10.1561964714757,10.0283424918857,10.0995908703947,10.1249439554452,9.95596165232588,10.494030285986,10.501172060356,10.4585383291641,10.3802812381865,10.5477303808523,10.4046037180165,10.3768581658449,10.3414607673705,10.3951661830288,10.3532575059659,10.3487324350721,10.1793707968364,10.2825945657044,10.2084324477995,10.1744764181875,10.1460297308011,10.0410816328508,10.13378315707,10.1143055472678,9.96440632800391,10.5144789448033,10.4612165605124,10.4097371737701,10.4101838280415,10.4981986087612,10.3885325028499,10.3391413838213,10.4284419028918,10.2979416171052,10.3264469273093,10.2599461852157,10.2479340082246,10.2702104916135,10.2631769331203,10.1810799372575,10.1108432666781,10.0801110520469,10.0651881401116,10.0655005985505,9.9829873706401,10.5127797243264,10.4070733756637,10.4812250046725,10.4433110858895,10.4616957304765,10.3843220809611,10.25225209961,10.3654338323388,10.3151409320406,10.3166193529932,10.2017820572757,10.2002851920638,10.2930404833523,10.1826998577117,10.0925342336618,10.0978972384833,10.1425347016392,10.0382118237305,9.99211242662958,9.87085867356004
"L-Aspartate",3.86334354931424,3.87538047353379,3.82838548204438,3.93740824268854,4.01893962941576,4.19620459182093,4.25228856936805,4.46445194657107,4.88485249821309,5.34157972127877,5.60805725761212,5.86819435463675,6.4867263762526,6.74594141149133,7.10449846398372,7.28548685072916,7.44074532320954,7.72430585995093,7.89974281029043,7.99618695636988,3.84506414133686,3.85078492672867,3.90632836058936,3.85866560493775,4.00262299019119,3.96530403962831,4.2786203295522,4.4729094711107,4.90436271206349,5.22940953206215,5.7395005645503,5.80431746976377,6.45296089487117,6.69641400126319,6.9553072113858,7.21505033378965,7.44324854486907,7.69912856531077,7.8670236262985,7.97006829267696,3.92334401642146,3.83317584330697,3.82454867426245,3.85968244746726,3.94583012278152,4.10762037166119,4.19316931693659,4.52347237687995,4.77693365827718,5.18522310450629,5.58136163974983,6.01762141099853,6.44961043944866,6.78612791166111,6.91648625066434,7.20528870617811,7.48844161088317,7.64923191022198,7.87315296323964,8.01017058802572,3.93029168350298,3.75410604128501,3.71911947383331,4.01179941061242,4.08264001497745,4.19506605007989,4.18473694968581,4.65817064709864,5.10178434289353,5.3770391758883,5.82164377054896,6.18665599196922,6.67306848860654,6.83754877077786,6.92865410330934,7.28090706127328,7.59765862447959,7.72027082396152,7.84896475855284,8.01198211139378
"4-Methylthiobutanaldoxime",5.8975949318131,5.8709984028028,5.87139288492481,5.92822536734079,5.86173564899596,5.99891334875771,5.68977708742415,5.68830595723535,5.76786176418606,5.81225385647739,5.68093711683935,5.71517573522971,5.75039529300587,5.73698878843379,5.83915729794413,5.76487444735714,5.69409742643064,5.82512541545654,5.88500079969052,5.79582204775767,5.87691526846558,5.89221496048825,5.82924342806118,5.76975922361408,5.9599228114385,5.85659331915935,5.73759004752567,5.75786327216811,5.79901399399422,5.78207895074,5.79690588081541,5.70038056098923,5.76408678441287,5.7510604037086,5.745464661371,5.7552147249924,5.69625663594089,5.840768719128,5.88088904205869,5.79948572421197,5.90736032484239,5.82223616244615,5.80108674486571,5.74901999458197,5.89748089873692,5.78417893972214,5.73984783041953,5.8154292183127,5.70534853172816,5.70907749262698,5.68669574150417,5.68909736285476,5.78324433718093,5.75331094164075,5.74387643463666,5.70927287655897,5.74054993151525,5.76538505914085,5.81193774215187,5.79318012435821,5.88135912801031,5.78176780804664,5.85945223627775,5.80259404616479,5.81180779841324,5.78228446528708,5.64857618040968,5.76875480909164,5.71262235934394,5.70370226462951,5.64846988745844,5.66364281167353,5.78799692085106,5.68931231001446,5.63813754208215,5.69623407021399,5.81673306836748,5.73762007171417,5.68672190242074,5.73343469381632
"(S)-Malate",0.464124334757493,0.320714102448097,0.465863397304993,0.58524164377504,0.561509220001071,0.643670792543142,0.54150454503738,0.641953621757375,0.789223543516853,0.434893409974682,0.580398517752965,0.703076159948989,0.530110157149169,0.568269375345277,0.466465738085848,0.53094479422198,0.493978156457574,0.745781662106078,0.669373459049369,0.579549004534792,0.564104455846891,0.425277846643395,0.583218858478165,0.296552259320228,0.450419153176238,0.68471463735769,0.621972925925188,0.650824401817196,0.73918861982566,0.691885007666261,0.4662943755634,0.616499393805666,0.497859882135893,0.504649299452046,0.365834415365208,0.613199414308625,0.438637053621861,0.450051309339994,0.679657284437988,0.643429698737366,0.558357364953837,0.619170036379687,0.498563925970013,0.437196563898674,0.555778929350577,0.599866149598219,0.589804576220955,0.588905932487748,0.513899252443387,0.54769194719742,0.704497640142433,0.6851463182405,0.582869109726207,0.433259813613997,0.672150933652309,0.476662585886807,0.608579496765756,0.652045062346081,0.713225133208741,0.67146012148258,0.558721243626406,0.475996507831002,0.360175564244326,0.547887994873243,0.598750938563793,0.492379587812009,0.556451134626197,0.558602304192965,0.67411255552355,0.624770798375952,0.53627252195488,0.614260064350612,0.598295099349992,0.61567536797477,0.503326295232506,0.673715146752972,0.55549741444101,0.493318266761609,0.609249459711627,0.545144479449021
"Deoxyribose",3.45219791650561,3.39549209390606,3.5183947259574,3.55008064351926,3.47816970857448,3.51211721092476,3.35479443466284,3.32056473433866,3.35353553492813,3.41409129663403,3.30637806232227,3.32727382395325,3.27084624679832,3.23053714881563,3.30340722093825,3.24099465751511,3.11215729917355,3.17861018209616,3.27053857107831,3.15369532927578,3.46938673913256,3.50904808816674,3.47740935956635,3.38104195145957,3.53982916899752,3.46074513254089,3.39965968088468,3.37028898029739,3.46297395199057,3.3827406244462,3.36357547707955,3.33076310996995,3.32745122014162,3.28098074579138,3.29362855500473,3.27258161563697,3.1210839974866,3.25988859706076,3.21858606790222,3.12158407900704,3.45914685980172,3.48574579849788,3.45714264789046,3.3728764289843,3.48216699008218,3.34922607779325,3.32059973847745,3.40965147453933,3.31899424469949,3.34855289986266,3.25529908153645,3.28640612598727,3.29408324617214,3.26459048840296,3.25341387059492,3.20677253602979,3.19303754885736,3.10402911623062,3.1578654518319,3.11764890531824,3.44436695004249,3.37383350484564,3.45602769639547,3.40573335868041,3.49981164312255,3.44874776628186,3.3352119948334,3.38837624316328,3.35695366105041,3.29308423654692,3.23272851599189,3.27080427931934,3.35936628153187,3.23493271795413,3.16248850748324,3.15844387689795,3.1767411217089,3.1317507396695,3.09611110241422,3.00632895086597
"Adenine",3.01891853842106,2.9916119074024,3.03633463892996,2.97452547655428,3.00861132187116,2.92467898948172,3.06680169434549,2.95346871680044,3.05856709217666,2.94137428891057,2.94903894263144,2.82173703498232,2.92127447285507,2.98136323581126,2.79831005574615,2.90097598903399,2.97263898259899,2.95360312215438,2.95065511804393,3.014054928342,3.0838038541306,2.98454343847219,3.0353976707634,3.09630943446728,2.91685290062352,2.90246344165153,3.02934143804659,3.02936380266918,2.99981862398624,2.86961605666727,2.86231620563855,2.92120382896446,2.97126105349846,2.97181865472279,2.93587051088086,2.98666498448744,2.90175103170088,2.96665682780547,3.07483906780937,3.05180523620046,3.12817519253423,3.22227322713675,3.12966483976076,2.99875104592435,3.02870586191322,3.01671277913286,3.0607912978383,2.9769610389458,2.97793482220357,2.93593678492143,2.98154199822891,2.97412200631836,3.03050847049211,3.00615700079005,3.06349396057511,3.1036019485019,3.05221334389154,3.10431238244154,3.02957714401429,3.14447475129121,3.02534619586584,3.08758805493862,3.06599333575458,3.1268325473876,3.05963726739541,3.01158379254439,3.08828055412891,3.05401542703728,2.95131786148938,2.99066054081645,2.97571196898277,2.97509732846807,2.96807070933637,3.0195230712558,3.06146250767209,3.03313968672752,3.01814304066563,2.9756884406622,3.03619645598923,3.13622727968494
