,HF Rep 1,TTA Rep 1,FO Rep 1,TTA+FO Rep 1,HF Rep 2,TTA Rep 2,FO Rep 2,TTA+FO Rep 2,HF Rep 3,TTA Rep 3,FO Rep 3,TTA+FO Rep 3
P62630,0.0158482234,-0.0600025951,0.0578047814,0.0384501881,0.0861606423,-0.0798564963,0.0399089204,0.0095866339,0.0843080966,-0.0606740087,-0.0313371981,-0.1012716039
P62703,0.007845001,0.091007916,-0.1395837437,0.0482356392,0.0290792015,0.0034113012,0.030997344,-0.0526255955,-0.0508882665,0.0283724088,0.0730668859,-0.2034703587
P62718,0.1742144502,-0.0971824244,-0.1162178009,-0.0715905911,0.1969434812,-0.1958783758,0.095527853,-0.1697441921,0.0661209606,0.1049779232,0.1136712511,-0.2612157302
P62752,0.1069382921,-0.1486915226,-0.1218354597,0.048573869,0.2493489774,-0.0398730196,-0.0212657317,-0.1514443534,0.146782569,0.043125355,0.0845222292,-0.2539534107
P62755,0.0169769031,-0.0342126555,-0.1029165948,0.0885165471,0.093711172,-0.0712320066,-0.0181621573,-0.0895071737,-0.0732103827,0.0536512574,0.1789774481,-0.0859917769
P62775,NA,NA,NA,NA,NA,NA,NA,NA,0.2934676211,-0.1401666662,0.1381518406,-0.0937544031
P62804,0.0018220439,0.1325966223,-0.1116877088,-0.0466462168,0.12739135,0.151792185,0.0113561164,-0.1559400446,0.1718501041,0.041154503,-0.1200727244,-0.1019278983
P62815,-0.0930174649,-0.0083058449,0.01627298,0.2157326739,NA,NA,NA,NA,NA,NA,NA,NA
P62828,0.0491756715,0.1369026771,-0.237561794,0.0358399084,-0.0111029332,0.0998053318,-0.1126857511,-0.0941307077,0.0487274984,0.0504893572,0.0550516324,-0.037346276
P62832,0.0939409119,0.0509919236,-0.0795664628,0.1145202096,0.1594000377,-0.1434382659,0.0741335815,-0.0914264787,-0.0462716441,-0.0018192419,-0.0041873697,-0.1238061154
P62836,NA,NA,NA,NA,0.1823578938,-0.0837823649,-0.0233615401,-0.1526352717,0.0768578216,-0.1643087411,-0.037943979,0.0301855167
P62845,-0.0367532731,-0.2956770691,0.0357488439,0.1504116825,0.0257794297,-0.231685356,0.1217879516,-0.0304235586,NA,NA,NA,NA
P62850,0.0071895865,-0.0188548155,0.0409894996,0.1031421984,0.1918516007,0.0204022574,-0.0444195073,-0.1581269939,0.0127641172,0.119708918,0.1102764242,-0.2136020927
P62853,0.1294410005,-0.0364136454,-0.0148681947,-0.0042135489,0.146268798,0.060905899,0.0510891755,-0.2190730186,0.1412756574,0.0237468557,0.0562796946,-0.2040163727
P62856,-0.0171356004,0.0354256062,-0.0877754743,0.1781916083,0.0927729868,-0.0996456776,0.0232622775,-0.0870859556,0.0071132824,-0.0424683009,0.1989391944,-0.1495213107
P62859,0.0380472376,-0.0486527934,-0.0741015451,0.1735797316,0.0624605832,-0.1498865067,0.0364755838,-0.0107975357,-0.0169043135,0.0657861921,0.082694642,-0.1321176545
P62870,0.2424444784,0.6944991785,-0.080348783,-0.2726958978,0.2628185598,0.4019167781,-0.3312434728,-0.1106768258,0.1963479332,-0.2111372932,-0.1238793055,-0.2778080221
P62890,0.0656734106,-0.0736771923,0.0120477141,0.1853635155,0.0295874572,-0.007389751,0.2401466254,-0.0885509941,0.0768343241,0.1716157847,-0.0214532145,-0.2326305842
P62898,-0.0478765325,0.3188340368,-0.2056966227,0.1838240744,0.086920277,0.1938049868,-0.3764268634,0.1903580047,-0.0029199309,0.0201950765,-0.0990928771,0.030007867
P62902,0.2015552384,-0.0959496539,0.1465918599,0.2865609627,-0.0210824166,-0.2346925265,0.1584927038,-0.0306425985,0.0605507153,0.0035182847,0.1152541594,-0.2715805727
P62907,0.059528709,-0.0124186552,-0.0957576243,0.1548083144,0.1050356568,-0.0276933973,0.0445310505,-0.1736001126,-0.0579375393,-0.0025977028,0.0728780263,-0.0946326269
P62909,0.1385610972,0.0347665084,-0.1580921602,0.0284769991,-0.0429808359,-0.0282138894,-0.0747449168,-0.1420017317,0.0241099447,-0.0695136179,-0.0643559955,-0.3113691682
P62912,0.0378115374,-0.1236342748,-0.0819689254,0.1483428429,NA,NA,NA,NA,-0.0114528657,0.0140729423,0.1083986619,-0.1629700477
P62914,0.0566329624,0.0106036506,-0.1923270086,0.0837762049,0.3469853477,0.1724157903,-0.1990365755,-0.388062801,-0.0594543261,-0.037739676,0.2039842983,-0.0748833854
P62919,0.156207716,-0.1218896109,-0.0633826125,0.0729918994,0.1381909938,-0.0999708031,0.0434868161,-0.1385338163,0.0812637153,0.0648773177,0.0408528839,-0.1566187287
P62944,0.1322543871,-0.1396128218,-0.2344149497,0.2058441231,0.2047318913,0.0276904627,-0.1623457616,-0.0512693542,0.119801488,0.0121361825,-0.0079463511,-0.1778509003
P62959,0.0549460144,0.1777722093,-0.0379387968,0.0610618256,0.0482481495,0.1012803757,-0.2529127142,0.1234066209,0.0907658294,-0.0248130183,-0.1320895247,-0.0044919402
P62961,-0.0613015285,-0.1125642384,-0.1958276042,0.3723950344,-0.0022331208,-0.0277372768,0.2719564553,-0.1193227494,0.028516941,0.0892556409,-0.0759753894,-0.0853730142
P62963,0.1621661313,-0.2129943632,-0.0063290816,0.0237421671,0.0843458946,-0.1608119282,0.0603626195,-0.2399412322,0.1228912252,-0.1073569276,0.0493339554,-0.1828390645
P62982,0.0229298568,0.0438487716,-0.2205848791,0.0888232707,0.0165689423,-0.1067065364,-0.0261134967,-0.0093699847,NA,NA,NA,NA
P62986;P62982,0.0601989136,0.067826591,-0.0721741608,-0.0343536277,NA,NA,NA,NA,-0.3061092552,0.268156996,0.2050946519,-0.1487833271
P63018,0.07884089,0.1635440908,-0.0374757466,0.1192434569,-0.0628094804,0.1609245203,-0.082954445,-0.0851927681,-0.0640969134,0.1057047136,0.0364655372,-0.0439595855
P63018;P06761,0.1561962143,-0.1284596376,-0.0095541966,0.0296192479,-0.0761232947,0.0336030293,0.1208734674,0.0885189705,-0.1385996914,-0.0559540139,0.1574240357,-0.0606781557
P63029,0.2525804296,-0.2252903636,-0.0771040396,0.0170697459,0.2155530178,0.0059783103,-0.026398799,-0.048062828,0.2294854355,0.0909109222,0.1016958734,-0.2870461114
P63031,0.269302387,-0.4702145825,0.0275205577,0.0285320748,NA,NA,NA,NA,0.2601295406,-0.2134172114,-0.0758657818,-0.048684125
P63036,0.0441885035,0.3021090215,0.0122061076,0.0803460139,0.0936472196,0.0156052514,0.0189496967,-0.1210430371,-0.0882357462,-0.0102978725,-0.0032479512,-0.1225278861
P63039,-0.3777735474,0.2165531862,-0.1567693431,0.2193934473,-0.0946087332,0.3569666881,-0.091271292,0.2807529946,-0.2211489767,0.320056947,-0.1227490043,0.0448727048
P63074,-0.19235611,0.2398657021,-0.0816126263,0.3224135706,NA,NA,NA,NA,NA,NA,NA,NA
P63081,-0.4234540736,-0.01713819,-0.2620043217,0.5728069176,NA,NA,NA,NA,NA,NA,NA,NA
P63095,NA,NA,NA,NA,-0.3167412792,0.4441000823,-0.2884642894,0.1489041832,NA,NA,NA,NA
P63102,0.0987355555,-0.2872167081,0.0242983022,0.0874124423,0.5002602533,-0.4589867668,0.1190739604,-0.1386244974,0.0897278386,0.0077822051,0.0440540971,-0.0752578137
P63159,0.0544401455,-0.0100186008,-0.2024862082,-0.0100575503,0.1413972325,0.1098697405,-0.1873309004,0.0574212339,0.2591139183,0.1340580335,-0.216106949,-0.1453286369
P63174,-0.0735423703,-0.1581916196,0.0788670666,0.1815154157,NA,NA,NA,NA,0.0174990444,0.0465027148,0.1076231857,-0.2601860799
P63245,0.1066324864,0.0037334128,-0.0924911975,0.044915457,0.1938874996,-0.0693513833,-0.1418087687,-0.0984472645,0.081498588,-0.0340951487,0.0949725394,-0.1951343752
P63269;P60711,NA,NA,NA,NA,NA,NA,NA,NA,0.1330393543,-0.0510006035,0.0056863654,-0.0925138439
P63324,-0.0342803722,-0.0367402393,-0.0800358183,0.1739845222,0.0633861704,-0.3381264217,0.0969779842,-0.0548255228,-0.0162566511,0.1114899997,0.170809446,-0.2223838126
P63326,0.0831937058,-0.1632716713,0.025980534,0.0857391996,0.0547458243,-0.0909080394,-0.0248132502,0.0031731738,0.1058242208,0.1589097056,0.1613449559,-0.153528639
P63331,-0.0523545503,0.0043079474,-0.1739342968,0.1056199732,-0.1654620005,0.4466072678,-0.2115085103,-0.3654393277,NA,NA,NA,NA
P67779,-0.1816195953,0.133357525,-0.1146339664,0.214825876,-0.0173407016,0.0889779325,-0.1291965474,0.0697545181,-0.0185039537,0.1242391693,-0.0487999588,-0.0484552507
P68035,NA,NA,NA,NA,0.0801467381,-0.2169290923,0.1298683534,-0.2381771769,-0.1690237786,-0.2782253277,-0.3430381113,0.5000268636
P68035;P60711,0.1093774236,-0.1772415497,0.0274744927,0.125813317,0.1085195189,-0.0826716988,0.1080426683,-0.1143991465,0.0731314768,-0.0508267258,-0.0019577481,-0.0753814184
P68101,-0.0711232498,-0.1590252139,-0.1253832961,0.2619342939,NA,NA,NA,NA,NA,NA,NA,NA
P68255,-0.108641671,-0.015129758,-0.0622703501,0.3826815567,-0.299189998,0.2266897058,0.2844678565,-0.1181951051,-0.0065888859,0.1331337324,-0.1267552271,0.0204329699
P68255;Q0D2L3;P06399,0.0019188846,0.2619947528,-0.1612145446,-0.1026990928,NA,NA,NA,NA,NA,NA,NA,NA
P69060,NA,NA,NA,NA,NA,NA,NA,NA,0.0661886983,0.0333810949,0.0041720977,-0.1098360313
P69897,0.2547559556,-0.0775343292,0.1446651974,0.006939494,NA,NA,NA,NA,-0.7288758623,0.8207285943,-0.1799815825,0.5969819328
P70470,0.0231116834,0.0523038746,-0.1400608001,0.0017279187,-0.4677806949,0.1496085879,-0.2016944993,0.1773620421,-0.234383396,0.5739704098,0.1935997786,-0.584884995
P70473,0.5257989936,-0.9006290698,0.1391511112,0.2821136125,-0.1583533982,-0.4050051223,0.5195389129,-0.2293758334,-0.1568952093,-0.0281690067,0.2080249077,-0.0769464184
P70552,0.6410953607,-0.0743888764,0.1663137679,-0.8594825432,NA,NA,NA,NA,NA,NA,NA,NA
P70580,0.2801455768,-0.460790535,0.2731177533,-0.1504629019,0.2586533504,-0.2705595462,0.242400435,-0.1908385246,0.056043863,-1.0228216531,0.3888555482,-0.1209852883
P70580;Q5XIU9,-0.0082943788,-0.3662183521,0.1607686412,0.0588163053,0.0746354022,-0.2977095716,0.3475025606,-0.250791994,NA,NA,NA,NA
P70584,0.5406572454,-0.4353595961,0.4767436774,-0.8411427779,0.2749604096,-0.9450915597,0.5417997215,-0.326558701,0.1988967004,-0.2291951964,0.0096147283,0.0140526984
P70615,0.2375428609,-0.4303954039,0.0783643203,-0.0828712268,NA,NA,NA,NA,0.2950896228,-0.1292557667,-0.122014105,0.0658664024
P70619,NA,NA,NA,NA,0.2619003318,-0.0015218896,-0.1066098904,-0.0592296404,NA,NA,NA,NA
P70645,NA,NA,NA,NA,NA,NA,NA,NA,0.1936002856,-0.363372449,0.2209277174,-0.1288513812
P70712,0.173762392,0.0633650018,-0.1241741389,-0.0527250751,0.0130646283,-0.1791014753,-0.063956736,-0.0216575632,0.2280683226,-0.2014300151,-0.0571400797,0.0649865225
P70712;Q5FVQ4,NA,NA,NA,NA,0.1542191939,-0.2541860335,0.0717369517,0.0282298879,NA,NA,NA,NA
P80067,-0.5918375444,0.0616093403,0.0171608555,0.2374059514,-0.0896384424,0.2395559779,-0.4314895621,0.3640987948,-0.2606239898,0.0435855042,-0.1448815617,0.445405183
P80254,-0.3003807748,-0.2279030234,0.4418591899,-1.1422182626,0.2959600518,0.1521088198,0.1211711682,-0.4722669614,0.0689680499,0.0749020593,0.1453450778,0.0018987706
P80299,-0.7579505113,0.682562105,-0.2999351845,0.2659929021,-0.8010804244,0.6034419843,-0.2773337863,0.3223565421,-0.959338681,0.4115306773,-0.1771158764,0.321378112
P81155,-0.2913485715,0.0119652708,-0.015858427,0.1344208911,0.0665332165,0.2329784023,0.009934234,-0.0769373116,-0.0947121206,0.1920769672,-0.1433912719,-0.1040835915
P81795,0.1467015159,-0.0647719165,0.1613649467,-0.0004874544,NA,NA,NA,NA,0.0850619394,0.0758382216,0.0203694294,-0.1865613896
P82995,0.0973735382,-0.1240683953,-0.0315275746,-0.0082790332,0.227086172,0.0479721331,-0.0596567386,-0.2352627067,0.051719001,0.02647644,-0.02493355,-0.1261567121
P82995;P34058,0.0528021617,-0.007003764,0.0118518727,0.1141313202,0.0163711658,0.0925261669,-0.0659804847,-0.0502225159,-0.0446337833,0.0653566184,-0.0838742388,-0.1701541952
P83732,0.0553324081,-0.1033005563,-0.132970595,0.1720272799,0.1050729947,-0.0589094519,-0.1216608494,0.0223667399,0.0126408503,0.1136816905,0.1364292588,-0.0978129325
P83868,0.2826944327,0.1293536198,-0.364735501,0.0160862248,0.3281102241,0.158604665,-0.4192368648,-0.1374899929,0.2068390392,0.0882566524,-0.1297448335,-0.1281287758
P83883,0.1236413137,-0.1737284345,-0.1018849292,0.1011930831,0.4091725771,0.1340363293,-0.1641202492,-0.2155844399,-0.1118755342,0.0505402924,0.1885900531,-0.1261451954
P84079,-0.1340704442,-0.1769833594,0.1610548952,0.3196315719,NA,NA,NA,NA,NA,NA,NA,NA
P84083,0.1002962465,-0.0152611933,-0.0544662802,-0.083026832,0.0892186331,-0.0719793429,0.1220884467,-0.2043707204,-0.020128035,-0.0305155145,0.1598243843,-0.1275904926
P84083;P61206,NA,NA,NA,NA,0.1756865881,-0.0810231323,0.2946862505,-0.2603160496,NA,NA,NA,NA
P84083;P84079;P61751,0.2149732821,0.1103961428,-0.1785010106,-0.0837048415,NA,NA,NA,NA,NA,NA,NA,NA
P84092,0.377659323,-0.2263414773,-0.0292029557,-0.0830794463,NA,NA,NA,NA,0.0701177569,-0.0250953057,0.0104505071,-0.0373901569
P84100,0.0019981398,-0.1524660593,-0.0161143007,0.1564462343,0.0576061565,-0.1772269482,0.0802794749,-0.001815602,0.0676992579,0.0275601666,0.1568975492,-0.064414768
P84245,0.0333731637,0.0954396911,-0.033913131,-0.0942143752,0.1245856748,0.0265561347,-0.0133343136,-0.1289981912,0.2496620452,0.0211227848,-0.1344430947,-0.0286029926
P84817,-0.1395013508,0.0207535774,-0.0139686429,0.0127479161,0.2708329101,0.1721015557,-0.21671248,-0.2047651355,NA,NA,NA,NA
P85108;P69897,-0.0237736189,-0.0098368238,-0.2155034973,0.2550041299,-0.1246658819,0.2355105843,-0.3746739856,0.3592766697,NA,NA,NA,NA
P85108;P69897;Q6P9T8,NA,NA,NA,NA,0.1809596512,0.0726979426,-0.0466999991,-0.2069575947,NA,NA,NA,NA
P85108;Q6P9T8;P69897,-0.0008529422,-0.1171318151,-0.0011904851,0.08026671,0.0514341393,-0.2069004484,0.1770958351,-0.095205474,-0.0097941883,0.0051003245,0.1141878356,-0.1019676866
P85834,-0.0300801818,-0.0084821029,0.0521268715,-0.0419189548,0.0803745533,0.1105245687,-0.0869680082,-0.0589455502,0.0018077307,-0.0200911553,0.0112523961,-0.0614094939
P85968,0.1004586345,0.326976338,-0.2476275721,-0.1351141747,0.4974946193,-0.12554246,-0.2641909328,-0.2544163194,0.3276857759,0.1943271722,-0.4877280231,-0.090396594
P85968;P22985,0.2744777801,-0.3518603665,0.0896960125,-0.0123134262,NA,NA,NA,NA,0.3030717778,-0.0645576719,0.394687925,-0.6332020309
P85970,-0.0172626452,-0.1082008189,0.0846804055,0.1373970095,0.1964808674,-0.0334018094,-0.0379406248,-0.1092907697,0.1663929444,0.0334503493,-0.0203661997,-0.1005170842
P85971,0.0747080482,0.1294234196,-0.2081831209,-0.0169373347,0.0827921851,0.0095375637,0.029268718,-0.3287886895,NA,NA,NA,NA
P85972,-0.0099133217,0.0139702838,-0.1356103656,0.095884318,-0.0891780619,0.1443115227,0.0212508782,-0.0384970301,0.0169424229,0.1112116498,-0.1092353219,-0.0825196133
P85973,0.5596717674,-0.4644294156,0.2075535529,-0.2821853988,0.5074137425,-0.4972225539,0.1664027553,-0.1250170648,0.4820556358,-0.2506724928,0.2546919165,-0.1780661454
P86252,0.0439492747,0.0504452661,-0.2719891143,-0.1056264013,NA,NA,NA,NA,NA,NA,NA,NA
P97519,-0.4298837266,0.3966075778,-0.2166698032,0.212598262,-0.5746654497,0.461262116,-0.1469161809,0.2823853333,-0.3974487589,0.2348156958,-0.0590749674,0.2029921567
P97521,-0.4023988555,0.381766313,-0.1535439088,0.3325916139,-0.6997143785,0.4984386344,-0.2155352693,0.3511666996,-0.4939123701,0.4658353624,-0.040597354,0.1900056275
P97524,-0.5562570894,0.2222336076,0.0433930745,0.4386176485,-0.4539109321,0.316824627,0.0909866585,0.2319407244,-0.6791072071,0.2633283084,0.129456242,0.1751694552
P97532,0.161154857,-0.0174363301,0.1408747987,-0.0251069048,-0.0633510131,-0.0683223887,-0.0611882321,-0.070916396,0.016392525,0.003610628,0.1169547483,-0.2183486612
P97536,0.310716368,-0.0021960704,-0.0487337247,-0.1439761799,0.2574055223,-0.1145549298,0.0921362974,-0.2344586646,0.2542782755,-0.099027195,-0.1390984017,-0.1125726853
P97562,0.156428192,-0.3078088089,0.1674388161,-0.0240967657,0.0302797042,-0.2745972203,0.1525690628,-0.0223049767,-0.1813905916,-0.2151368618,0.2630626913,0.1800890433
P97576,-0.2570646349,0.1562993149,-0.2476446886,0.2712657304,0.1311003056,0.1859029076,-0.2674167443,0.0183806635,-0.1101215901,0.3289254243,-0.2956470578,0.1600933256
P97584,0.3057544009,0.1918765287,0.1124168721,-0.7347273191,0.0575661958,-0.1908769144,0.1285334063,-0.1644851916,0.5086685266,-0.5419501616,-0.1689141572,0.2309103967
P97608,0.0584433261,-0.1119890297,0.1307117417,-0.0900407613,-0.0563054119,0.2914759571,0.0587581688,-0.3146291625,0.5655672177,-0.2599539832,0.0655235438,-0.4510236905
P97612,0.2894687735,0.094111926,0.2642627062,-0.5414533504,0.4034548279,-0.1714423924,0.1440632604,-0.2448967058,0.7454723253,-0.1609563788,0.263573646,-0.0731598343
P97700,-0.2247665957,-0.1088812343,-0.1837642401,0.0420843844,-0.1440361826,0.1891366417,-0.1335550354,0.0135376002,-0.0038747732,0.228049959,-0.2059238946,0.0199493622
P97834,0.3446131154,-0.0091777007,-0.1469666988,-0.0249711489,NA,NA,NA,NA,NA,NA,NA,NA
P97852,-0.7102642387,0.4317838564,-0.3986001212,0.5353588281,-0.585532626,0.5389802422,-0.074114948,0.2016044402,-0.7615291926,0.4523137157,0.0211528186,0.3402391653
Q00438,0.0794570755,0.0112940397,0.0376672198,0.1482916434,0.1112890369,-0.3079040775,0.0421027007,0.0826120937,0.0996332196,0.0896520742,-0.0708391903,-0.1419151169
Q00715,0.1052413294,0.1140495455,-0.133572464,-0.0372144539,0.0279866911,0.1258124806,0.0764673375,-0.2180053917,0.156255279,0.0561484272,-0.2251448016,-0.0473225398
Q00729,NA,NA,NA,NA,NA,NA,NA,NA,0.2617837635,-0.0146394674,-0.1840990931,-0.0908921962
Q00729;Q00715,0.0207252441,0.0735819585,-0.0748771053,0.0555014629,0.0583199556,0.0273103882,0.0321553845,-0.0896885335,0.3014499804,-0.0695299672,-0.2990379861,-0.0187247004
Q01177,0.3476084835,-0.3201158056,-0.0363012214,0.0193406346,0.2605813111,-0.1138098841,0.0960358783,-0.2712546437,0.2978206072,-0.0668137545,-0.0376657363,-0.0946223993
Q01205,-0.0258151364,-0.0709556196,0.270282456,-0.0607385145,NA,NA,NA,NA,0.1695698714,0.1510354056,-0.1252179732,-0.0287438834
Q01579,0.0708055806,-0.2861202725,0.4333159869,-0.0513250477,NA,NA,NA,NA,NA,NA,NA,NA
Q02253,0.0967128128,-0.1795514635,0.239499415,-0.1715524714,0.2543671698,-0.223217129,0.1649025647,-0.1605887678,0.2665173226,-0.1319590807,0.0575173779,-0.1129291039
Q02874,-0.4237241846,0.1399148191,-0.2447235502,0.4200522008,-0.0103052669,0.2318603925,-0.1404899743,0.0197183747,0.0976581726,-0.0247563992,-0.0003695987,-0.1086978755
Q02974,0.4015927491,-0.1846087804,0.3794516042,-0.5166400043,0.5033734956,-0.4213740039,0.2630323643,-0.2944283008,0.558944184,-0.4416876212,0.1309683365,-0.2203217665
Q03248,0.2960660494,-0.3664867687,0.3347858278,-0.3835238213,0.4169620737,-0.1203234468,0.1362265347,-0.2504958075,0.2366279715,-0.0257288148,0.0249025676,-0.2438907934
Q03336,1.3858535996,-1.3657231024,0.1228603723,-0.3222773347,1.1862781564,-0.7786705996,0.2625943774,-0.3078421195,0.7520325611,-0.8122023365,0.2992884412,-0.372745883
Q03344,-0.1782135126,-0.1671909783,-0.0592544125,0.4040452706,NA,NA,NA,NA,NA,NA,NA,NA
Q03346,0.2383054313,-0.0680538816,-0.0871055351,0.2089884128,NA,NA,NA,NA,NA,NA,NA,NA
Q03626,0.1245750221,0.3224128883,-0.1223980598,-0.3481258125,0.044562887,0.2038619443,-0.0695100329,-0.1587374795,0.3328248485,-0.2195853509,-0.3263261549,0.3726340412
Q04462,-0.0228266205,-0.0240062049,-0.0382513864,0.1314561828,0.0246742731,0.1114670234,-0.0724144265,0.0448493171,0.0291648344,-0.0457319876,0.1066045292,-0.2679755964
Q05096,NA,NA,NA,NA,NA,NA,NA,NA,0.2582297393,0.1855011703,0.2517516109,-0.6542023564
Q05962,-0.7534560081,0.2621648401,-0.9358572655,0.9506907477,-0.7985131381,1.4390071544,-1.1526234485,-0.4955917912,0.6823703696,1.2712480453,-0.8639544534,0.8258397793
Q05962;Q09073,-0.0128356285,-0.0613401453,0.0822348085,0.144563141,-0.1568064016,0.0626541328,0.0909743206,0.0570778723,0.0865807384,0.1362858042,-0.1578125052,-0.0332930921
Q05982,0.3056797095,-0.386123303,0.2620953448,0.0910971703,0.176491241,-0.4382894953,0.2408332195,-0.1184801332,0.3399293879,-0.4023863872,0.1996179687,-0.2529184387
Q05982;P19804,-0.1242648734,-0.2115721699,-0.0009687304,0.2206323176,0.043919701,-0.2123272059,0.1904554341,-0.0225532934,-0.1369310254,0.1976314696,0.1150243564,-0.2027825267
Q06647,-0.0241877596,0.1713619988,-0.1020850781,-0.0664271079,0.0716381697,-0.1872167872,-0.0643222946,0.2200479846,0.0917579998,0.081089426,-0.1116517186,-0.0221424764
Q07014,0.1606291623,-0.0684160167,0.1158854056,-0.0740728951,NA,NA,NA,NA,NA,NA,NA,NA
Q07066,-0.2124931199,0.0343720808,-0.3042859738,0.3338694357,-0.2991396506,0.0176218715,-0.0843677792,0.3314258348,NA,NA,NA,NA
Q07071,0.2390757502,0.6067827307,0.0220167498,0.1258797125,0.079726002,-0.0410497511,-0.0863287455,0.0746080309,0.210022553,-0.0329804216,0.0358634903,0.0685763592
Q07116,-0.1329109774,0.111557864,-0.0300098504,-0.0132524374,0.0645639174,0.0709206835,0.0051416335,0.1467695527,-0.0452948413,0.0497388202,-0.0045768689,-0.0058126738
Q07205,0.0105194611,-0.154081134,0.0613254336,0.189735481,NA,NA,NA,NA,0.1582086865,0.0486651151,-0.0857671067,-0.0167359487
Q07439;P63018,NA,NA,NA,NA,NA,NA,NA,NA,-0.2594764392,0.094391266,0.0502385479,0.0062265192
Q07803,-0.1044402771,0.0243544338,-0.0017703503,-0.0044144251,NA,NA,NA,NA,NA,NA,NA,NA
Q07936,0.2911105228,-0.7267873388,0.4113554998,-0.0410075484,NA,NA,NA,NA,0.0367463699,0.0336613311,-0.0095359053,-0.0336408997
Q07984,-0.0598308546,-0.2521103881,0.1090501308,0.1719652992,0.0353491583,-0.1741344343,0.3874395539,-0.3198632853,NA,NA,NA,NA
Q08013,0.2266287177,-0.4548665102,-0.01132769,0.2512170762,NA,NA,NA,NA,0.3599752475,-0.018222316,0.1933325658,-0.3894982908
Q08163,NA,NA,NA,NA,NA,NA,NA,NA,0.1288100005,-0.1609565414,0.0995988197,-0.2631409722
Q09073,-0.0133061734,0.0557217601,-0.0489271691,-0.06117533,-4.98885819797401E-005,0.0139586468,-0.0492438925,-0.0212750139,0.1228942396,0.0389775527,-0.0464224808,-0.0715710829
Q0D2L3,0.1639604923,-0.5285513451,0.3694956197,-0.2484948373,0.2637298171,-0.0434405401,0.0819593587,0.0059009542,NA,NA,NA,NA
Q0VGK3,0.2180967272,-0.2311135644,0.1533532229,-0.1517737172,0.433172308,-0.2103541929,0.1106228051,-0.1658081581,0.179864191,0.0286463744,0.0723228695,-0.3028076608
Q0ZHH6,0.3675289591,0.1478462982,0.3267481359,0.0884347524,0.0981580234,0.0517515668,-0.0002101301,-0.001637902,0.137027782,-0.0139729588,-0.0352007434,0.085491038
Q10758,0.1769629575,-0.2070073132,0.0470477959,-0.0302450479,0.2045814834,-0.115854848,0.1146293922,-0.200480564,0.1580977881,0.0137537024,0.0194876021,-0.2113815653
Q10758;P31000,NA,NA,NA,NA,0.319389331,-0.2091867581,0.2140362014,-0.3219199772,NA,NA,NA,NA
Q10758;Q4FZU2,0.1393065985,-0.1392355702,-0.0158248047,0.0176791268,NA,NA,NA,NA,NA,NA,NA,NA
Q1HCL7,0.317509738,-0.3469150386,0.2239681676,-0.1843545788,0.1729516355,-0.3073823841,0.1971168734,0.0460291527,0.223512436,-0.1025446198,-0.0459634161,-0.07208061
Q1HCL7;P04182,NA,NA,NA,NA,NA,NA,NA,NA,-0.387860638,0.4081069661,-0.0814184826,0.0611721544
Q1JU68,-0.0185146668,-0.0692639029,0.025413176,0.0277931943,NA,NA,NA,NA,-0.2332080809,0.0794326622,0.0394703301,-0.0192389842
Q2TA68,0.0833551241,0.0228174972,-0.0182616021,-0.1838613773,NA,NA,NA,NA,0.0286258289,0.0925983338,-0.1104838343,-0.0311072183
Q2V057,0.6036277663,-0.2991621649,0.3032987437,-0.7704965982,0.4494019135,-0.2069680616,-0.2670999031,-0.2571691557,0.5227198343,-0.3284643787,-0.0170050989,-0.3369600819
Q32PX2,-0.0119294179,-0.0884027315,0.1310441806,0.1678797129,0.3518114828,-0.2350200909,0.1417112417,-0.0884077855,0.275867888,-0.3150071591,0.119969537,-0.0869230184
Q32Q06,0.1191453006,0.0227830466,-0.1382514786,-0.1786470206,0.1061661576,-0.0845528212,0.1746771905,-0.1847687816,NA,NA,NA,NA
Q3B7D0,-0.1617918733,0.1751812064,-0.2162898086,-0.0841730391,-0.0203746371,0.1724314707,0.0819022426,0.0821172967,NA,NA,NA,NA
Q3B7U9,NA,NA,NA,NA,NA,NA,NA,NA,0.1956782604,0.0593500024,0.0421352946,-0.1227601225
Q3KR86,-0.3471496467,0.2413815587,-0.2774907486,0.4234237956,-0.503474149,0.3881654284,-0.2636509786,0.3542209003,-0.3298324192,0.4337584072,-0.1988238371,0.1854020974
Q3KRE0,NA,NA,NA,NA,0.0612414972,-0.0262630011,-0.1369456465,0.1332779496,0.0874777672,0.2044924918,-0.2491319895,-0.0019727003
Q3MIB4,-0.7874262136,0.2734106136,0.0891553741,0.5451234243,-1.1347031333,0.3209101302,0.2908491076,0.300286789,-1.2705989197,-0.109387131,0.1795539572,0.2195928122
Q3MID3,NA,NA,NA,NA,NA,NA,NA,NA,0.2624961883,-0.0265818032,0.1845331357,-0.5728810407
Q3MIE0,0.2603602939,0.1489183578,0.0286238059,-0.3421702458,0.1257795916,-0.0901424921,-0.0091969839,-0.0743810191,0.1135139593,0.0023524989,-0.0845751236,-0.1056018389
Q3MIE4,0.1195685695,-0.1236278097,0.163936822,0.0290070902,0.362724535,-0.3285605463,0.0506536718,-0.2829975635,0.0624935984,-0.1436405861,0.1775360488,-0.3916459285
Q3MIF4,0.1857182324,-0.0448778429,0.1032198378,-0.2728262155,0.3961073459,-0.335164037,0.1108870907,-0.0739157408,0.4407843343,-0.0751703408,-0.030244435,-0.1500010822
